Retail;Enseña;CIUDAD;PROVINCIA;DIRECCIÓN CENTRO;LATITUD;LONGITUD
A;E;MADRID;MADRID;Paseo De La Habana, 151;40.463511;-3.6803502
A;E;NAVAS DEL REY;MADRID;Calle de la Unión, 2;40.3848677;-4.2452317
A;E;MEDINA DEL CAMPO;VALLADOLID;Calle Ciudad Real, 1;41.3029576;-4.9171224
A;E;SEGORBE;CASTELLÓN/CASTELLÓ;Avenida España 119;39.8469666;-0.4898927
A;E;ALICANTE;ALICANTE/ALACANT;Avenida Santander, 25;38.372609;-0.4148064
A;E;JAÉN;JAÉN;Calle Ejido de la Alcantarilla, 30;37.7627466;-3.7892477
A;E;BERRIOZAR;NAVARRA;Plaza República Saharaui 15-16 Bajo;42.8381714;-1.667792
A;E;SORALUZE;GIPUZKOA;Calle Estación, 4;43.1748494;-2.4123579
A;E;LEITZA;NAVARRA;Calle Elbarren, 71;43.0813592;-1.914706
A;E;VITORIA;ARABA;Calle Naciones Unidas, 31;42.8476217;-2.7037801
B;F;MADRID;;Calle de Raimundo Fernández Villaverde, 65, 28003 Madrid;40.4466622;-3.6942858
B;F;MADRID;;Calle de Serrano, 47, 28001 Madrid;40.4300526;-3.6873209
B;F;MADRID;;Calle de Arapiles, 10, 28015 Madrid;40.433304;-3.707142
B;F;MADRID;;Plaza del Callao, 2, 28013 Madrid;40.4195161;-3.7049295
B;F;MADRID;;Calle de Goya, 87, 28001 Madrid;40.4249626;-3.6763212
B;F;MADRID;;Calle de Preciados, 3, 28013 Madrid;40.417669;-3.7048433
B;F;MADRID;;C. de la Princesa, 56, 28008 Madrid;40.4295985;-3.7148732
B;F;MADRID;;Calle de Amado Nervo, 8, 28007 Madrid;40.4097179;-3.6756977
B;F;SAN LORENZO DE EL ESCORIAL;MADRID;M-600, km 7, 200, 28200 San Lorenzo de El Escorial, Madrid,;40.6008362;-4.127443
B;F;TALAVERA DE LA REINA (TOLEDO);MADRID;Av. Toledo, 1, 45600 Talavera de la Reina, Toledo;39.9622212;-4.8260614
B;G;ALCALÁ DE HENARES (MADRID);MADRID;Av. Juan Carlos I, s/n, 28806 Alcalá de Henares, Madrid;40.4853013;-3.3877169
B;G;ALCORCÓN (MADRID);MADRID;Paseo de Extremadura, Km 12.200, 28925 Alcorcón, Madrid;40.3582452;-3.8167094
B;G;ARROYOMOLINOS (MADRID);MADRID;Ctra. de Extremadura, Km. 23, 28939 Arroyomolinos, Madrid;40.2989186;-3.9291201
B;G;GETAFE (MADRID);MADRID;Av. Comandante José Manuel Ripollés, 2, 28903 Getafe, Madrid;40.3296743;-3.7286105
B;G;GUADALAJARA;MADRID;Av. Eduardo Guitián, s/n, 19004 Guadalajara;40.6217353;-3.1629694
B;G;MADRID;MADRID;Av. de los Andes, 50, 28042 Madrid;40.4559815;-3.6170312
B;G;MADRID;MADRID;Calle Margarita de Parma, 1, 28050 Madrid;40.4975064;-3.6626631
B;G;MADRID;MADRID;Av. de la Plaza de Toros, 28025 Madrid;40.3859141;-3.7381408
B;G;POZUELO DE ALARCÓN (MADRID);MADRID;Ctra. de La Coruña, Km. 12, 28224 Pozuelo de Alarcón, Madrid;40.4629491;-3.8087172
B;H;BOADILLA DEL MONTE;MADRID;c/ Fco. Tomás y Valiente, s/n - Urb. Viñas Viejas;37.2641229;-5.9522707
B;H;COLLADO VILLALBA;MADRID;Ctra. A6, km 38 - Vía de servicio, 23;40.5744397;-3.9315644
B;H;GALAPAGAR;MADRID;c/ del Almendro - esq. c/ Murillo;40.5847128;-3.9697834
B;H;GUADARRAMA;MADRID;c/ Río Duero - esq. Los Escoriales, 5;41.50561058;-5.492254832
B;H;LAS MATAS;MADRID;c/ Chile, 8 - Urb. Punta Galea - Ed. Euromadrid;40.544442;-4.2030991
B;H;MADRID;MADRID;Avda. Bruselas, 65;40.4406506;-3.6631644
B;H;MADRID;MADRID;c/ Augusto Figueroa, 24;40.4218829;-3.6975885
B;H;MADRID;MADRID;c/ Silvano, 77 - C.C. Palacio de Hielo;40.4631976;-3.6373448
B;H;MADRID;MADRID;Paseo Imperial, 31;40.4076436;-3.7168564
B;H;MADRID;MADRID;c/ Virgen del Sagrario, 6;40.4341589;-3.6471946
B;H;MADRID;MADRID;Avenida Manuel Fraga Iribarne, 62;40.4902036;-3.6081411
B;H;MAJADAHONDA;MADRID;c/ Sorolla esq. c/ Sarasate;40.4509126;-3.8578857
B;H;MAJADAHONDA;MADRID;c/Príncipe de Asturias - C.C. Monte del Pilar;43.2504393;-5.9832577
B;H;MAJADAHONDA;MADRID;Avda. Reyes Católicos, 8;40.4383139;-3.7210829
B;H;PINTO;MADRID;c/ de la Exacta;40.2458142;-3.6949125
B;H;POZUELO DE ALARCÓN;MADRID;c/ Benito Quemada, 16;40.4555913;-3.7980049
B;H;TOLEDO;MADRID;Avda. Europa, 8 - esq. Avda. Portugal;39.399872;-8.224454
B;I;ALCOBENDAS;MADRID;Calle de la Begonia, 121 (Soto de la Moraleja);40.5215763;-3.6445625
B;I;ARAVACA;MADRID;Avenida del Talgo, 232;40.4474389;-3.7847195
B;I;ARAVACA;MADRID;Avda. Valdemarín, 163-169 (Urb. Berenice loc. 3 y 3 bis);40.4673585;-3.7935761
B;I;COLLADO VILLALBA;MADRID;Calle Anacleto López, 35;40.6458463;-3.9942158
B;I;COLMENAR VIEJO;MADRID;C/ Corazón de María, 3 (Ed. A Residencial El Parque);40.4409497;-3.6711743
B;I;MADRID;MADRID;Calle Alcalá, 494;40.4400118;-3.6290887
B;I;MADRID;MADRID;C/ Barquillo 15;40.4215576;-3.695851
B;I;MADRID;MADRID;Calle Condesa de Venadito, 5;40.4447235;-3.654165
B;I;MADRID;MADRID;C/ Nuñez de Balboa,104;40.4352425;-3.6816987
B;I;MADRID;MADRID;Calle de Doctor Fleming, 56;41.8673131;2.2843174
B;I;MADRID;MADRID;C/ Caceres , 45 C/V Fernando Poo;40.3988223;-3.6994078
B;I;MADRID;MADRID;Calle Padre Damián, 19;37.3733471;-5.9997177
B;I;MADRID;MADRID;Calle Sierra de Atapuerca, 21;40.5037396;-3.6702228
B;I;MADRID;MADRID;C/ María de Maeztu, 116;40.4950435;-3.7230419
B;I;MADRID;MADRID;C/ Marques de Lozoya, 43;40.207451;-3.5859632
B;I;MADRID;MADRID;C/ Marqués de Mondejar 3;37.1682924;-3.6003104
B;I;MADRID;MADRID;Calle Cerro Minguete, 16;40.4869821;-3.7194444
B;I;MADRID;MADRID;Avenida de Monforte de Lemos, 195;40.475758;-3.7201265
B;I;MADRID;MADRID;Avenida Monasterio de El Escorial, 41;40.504371;-3.7001106
B;I;MADRID;MADRID;Calle O'Donnell, 18;40.4213356;-3.677013
B;I;MADRID;MADRID;C/ Ponzano, 53;40.4409472;-3.699293
B;I;MADRID;MADRID;C/ Nuñez de Balboa,24;40.4242082;-3.682603
B;I;MADRID;MADRID;Calle Vallehermoso, 4;40.4304555;-3.7088194
B;I;POZUELO DE ALARCÓN;MADRID;Avda. Europa 27;36.703048;-4.4430839
B;I;POZUELO DE ALARCÓN;MADRID;Avenida de la Comunidad de Madrid, 3;40.4389243;-3.8828394
B;I;POZUELO DE ALARCÓN;MADRID;Avenida de la Carrera, 2;40.40502;-3.78465
B;I;RIVAS VACIAMADRID;MADRID;Calle Dalia, 1;37.3991914;-5.9969501
B;I;S. SEBASTIÁN DE LOS REYES;MADRID;Avenida de la Dehesa, 6;40.3032256;-4.004231
B;I;TORRELODONES;MADRID;Calle Camino de Valladolid, 19;40.5759029;-3.9309667
B;I;TRES CANTOS;MADRID;Plaza de las Once Colmenas, 1;40.6016049;-3.7145142
B;I;VILLANUEVA DE LA CAÑADA;MADRID;Calle Real, 2;43.3705405;-8.3992667
B;I;VILLAVICIOSA DE ODÓN;MADRID;Avenida Príncipe de Asturias, 169;40.3582786;-3.9069569
B;J;ARAVACA;MADRID;Calle Blanca de Castilla, 1 La Zarzuela;40.4648004;-3.7841761
B;J;LAS ROZAS;MADRID;Calle Chiapas, 2;40.484009;-3.8679666
B;J;MADRID;MADRID;Calle Clara del Rey, 53;40.4448106;-3.6685995
B;J;MADRID;MADRID;Calle Bahía de Gando, 1;40.4653935;-3.592897
B;J;MADRID;MADRID;Calle Narvaez, 86;40.4159562;-3.6766876
B;K;ALCOBENDAS;MADRID;Avda. de Europa 13-15;40.5178744;-3.6591108
B;K;MADRID;MADRID;Paseo de la Castellana 196-Esq. Carlos Maurrás 2;40.4533356;-3.689517
B;K;MADRID;MADRID;c/ Castelló 23-25;40.4306256;-3.6810668
B;K;MADRID;MADRID;c/ Arturo Soria 126;40.458032;-3.6583671
B;K;MADRID;MADRID;c/ Corazón de María 62;40.4443544;-3.6672628
B;K;MADRID;MADRID;c/ Nuria 59;40.4930304;-3.7073714
B;K;MADRID;MADRID;c/ Cantalejo 9;40.4745258;-3.7385063
B;K;MAJADAHONDA;MADRID;Ctra. Pozuelo a Majadahonda 34;40.4570887;-3.861545
B;K;MAJADAHONDA;MADRID;c/ Carretera de Boadilla del Monte (M516) 112;40.4566821;-3.8765716
B;K;POZUELO DE ALARCÓN;MADRID;Avda. de Europa 26;36.7004959;-4.4513183
B;L;MADRID;MADRID;C. de la Resina 54, Villaverde 28021 Madrid;40.3368164;-3.7094901
B;F;LAS PALMAS DE GRAN CANARIA;CANARIAS;Av. José Mesa y López, 18, S1, 35007 Las Palmas de Gran Canaria, Las Palmas;28.1351412;-15.4317943
B;F;TENERIFE;CANARIAS;Av. Tres de Mayo, 7, 38003 Santa Cruz de Tenerife;28.4590834;-16.2543289
B;G;LAS PALMAS DE GRAN CANARIA;CANARIAS;Av Pintor Felo Monzón, S/N, 35019 Las Palmas de Gran Canaria, Las Palmas;28.1024396;-15.4532376
B;H;LAS PALMAS DE GRAN CANARIA;CANARIAS;c/ Fernando Guanarteme, 151 - Ed. Dunas Canteras;28.1323619;-15.4405325
B;H;CANDELARIA (TENERIFE);CANARIAS;Rambla de los Menceyes, s/n - esq. c/ Princesa Arminda;28.3690506;-16.3655222
B;H;LA LAGUNA (TENERIFE;CANARIAS;Camino de San Lázaro, 5-9 - C.C. Los Venezolanos;28.4891436;-16.3319532
B;I;PUERTO DE LA CRUZ (TENERIFE);CANARIAS;Calle de la Marina, 8;41.38296;2.19535
B;I;SANTA CRUZ DE TENERIFE;CANARIAS;C/ Bulevar Chajofe,10 Edificio Meseguer, Los Cristianos;28.0541331;-16.7143312
B;J;SANTA CRUZ DE TENERIFE;CANARIAS;Calle de Méndez Núñez, 24;28.4697917;-16.2541909
B;J;SANTA CRUZ DE TENERIFE;CANARIAS;Calle de Carlos J.R. Hamilton, 14;28.4798012;-16.2446987
B;F;BARCELONA;CATALUÑA/BALEARES;Passeig d'Andreu Nin, 51, 08016 Barcelona;41.4361473;2.1813997
B;F;BARCELONA;CATALUÑA/BALEARES;Avinguda Diagonal, 617, 08028 Barcelona;41.3873281;2.1276958
B;F;BARCELONA;CATALUÑA/BALEARES;Buenos Aires 33-35, 08036 Barcelona;41.3899238;2.1511635
B;F;BARCELONA;CATALUÑA/BALEARES;Plaça de Catalunya, 14, S1, 08002 Barcelona;41.3879159;2.1711725
B;F;GERONA;CATALUÑA/BALEARES;Carrer Barcelona, 106, 110, 17003 Girona;41.9709068;2.814222
B;F;PALMA DE MALLORCA;CATALUÑA/BALEARES;Av. de Jaume III, 15, 07012 Palma, Illes Balears;39.5721152;2.6437826
B;F;PALMA DE MALLORCA;CATALUÑA/BALEARES;Avinguda d'Alexandre Rosselló, 12-16, 07002 Palma, Illes Balears;39.5736389;2.6566226
B;F;SABADELL (BARCELONA);CATALUÑA/BALEARES;Av. de Francesc Macià, 58, 08208 Sabadell, Barcelona;41.5547238;2.0984724
B;F;TARRAGONA;CATALUÑA/BALEARES;Rambla President Lluís Companys, 7, 43005 Tarragona;41.1216663;1.2423326
B;G;BARCELONA;CATALUÑA/BALEARES;Avinguda Meridiana, 350, 358, 08027 Barcelona;41.4277236;2.1853653
B;G;CORNELLA (BARCELONA);CATALUÑA/BALEARES;Carrer de Salvador Dalí, 15-19, 08940 Cornellà de Llobregat, Barcelona;41.3544491;2.0882788
B;H;PALMA DE MALLORCA;CATALUÑA/BALEARES;Camí de la Vileta, 39 - esq. c/ de Murcia;39.5884763;2.6248975
B;J;BARCELONA;CATALUÑA/BALEARES;Carrer de Balmes, 418;41.4069328;2.138848
B;J;BARCELONA;CATALUÑA/BALEARES;Carrer d´Aragó, 308;41.394174;2.1686258
B;J;BARCELONA;CATALUÑA/BALEARES;Carrer del Capità Arenas, 25;41.3910101;2.1256118
B;J;BARCELONA;CATALUÑA/BALEARES;Carrer Gran de Gràcia, 33;41.398684;2.1565166
B;J;BARCELONA;CATALUÑA/BALEARES;Carrer de la Marina, 304;41.4057002;2.1732235
B;J;BARCELONA;CATALUÑA/BALEARES;Carrer de París, 152;41.3917713;2.1511321
B;J;BARCELONA;CATALUÑA/BALEARES;Paseo de Maragall, 354;41.4278833;2.1653944
B;J;SANT CUGAT (BARCELONA);CATALUÑA/BALEARES;Carrer Josep Puig i Cadafalch, 30;41.4716832;2.0909652
B;J;TARRASA (BARCELONA);CATALUÑA/BALEARES;Passeig del Vint-i-dos de Juliol, 401;41.5702976;2.014817
B;J;IBIZA;CATALUÑA/BALEARES;Calle Ignacio Wallis 31;38.9110594;1.4305963
B;J;PALMA DE MALLORCA;CATALUÑA/BALEARES;Calle Ramon y Cajal, 17;40.3296104;-3.7388471
B;F;ALBACETE;LEVANTE;Av. de España, 30, 02002 Albacete;38.9827445;-1.8542399
B;F;ALICANTE;LEVANTE;Av. Maisonnave, 53, 03003 Alicante;38.3430346;-0.4934513
B;F;ALICANTE;LEVANTE;Av. Federico Soto, 1, 3, 03003 Alicante;38.3438183;-0.4898369
B;F;CARTAGENA(MURCIA);LEVANTE;Alameda de San Antón, 52, 30205 Cartagena, Murcia;37.6140335;-0.9938684
B;F;CASTELLÓN DE LA PLANA;LEVANTE;P.º de, Passeig de Morella, 1, 12006 Castellón de la Plana, Castellón;39.9878013;-0.0479689
B;F;MURCIA;LEVANTE;Av. de la Libertad, 1, Planta baja, 30009 Murcia;37.9902272;-1.134361
B;F;VALENCIA;LEVANTE;C/ del Pintor Maella, 37, 46023 València, Valencia;39.4570991;-0.3471239
B;F;VALENCIA;LEVANTE;Carrer de Colón, 27, 46002 València, Valencia;39.469512;-0.3723343
B;F;VALENCIA;LEVANTE;Carrer de Menéndez Pidal, 15, 46009 València, Valencia;39.4275287;-0.4634056
B;F;VALENCIA;LEVANTE;C. del Pintor Sorolla, 26, 46002 València, Valencia;39.4708088;-0.3714517
B;G;ELCHE (ALICANTE);LEVANTE;Avenida Baix Vinalopó, 2, 03296 Elche, Alicante;38.2455922;-0.7580342
B;G;VALENCIA;LEVANTE;Av. Pío XII, 51, Centro Comercial, 46015 Ademuz, Valencia;39.484939;-0.397468
B;H;ALICANTE;LEVANTE;Avda. Goleta, 5-7 - Residencial Cabo Mayor;38.3627605;-0.428303
B;H;ALICANTE;LEVANTE;Avda. del Padre Ángel Escapa - esq. Avda. Caja de Ahorros;38.3457685;-0.4909444
B;H;LA MANGA DEL M.M. - S. JAVIER (MURCIA);LEVANTE;c/ Puerto Tomás Maestre, 1 - C.C. Plaza del Mar;37.7428607;-0.7402882
B;H;MOLINA DE SEGURA (MURCIA);LEVANTE;Ronda del Norte - Sur, s/n - Urb. La Alcayna;38.089082;-1.1611979
B;H;PORT DE SAGUNT (VALENCIA);LEVANTE;c/ Churruca, 30;38.3417222;-0.4928985
B;H;VALENCIA;LEVANTE;Avda. Alfahuir, 19;39.4898093;-0.3660396
B;I;ALICANTE;LEVANTE;C/ Díaz Moreu, 4;38.3479275;-0.484469
B;J;BENIDORM (ALICANTE);LEVANTE;Avenida de Alcoy, 12;38.5360299;-0.1236216
B;J;TEUDALA (ALICANTE);LEVANTE;Carretera Moraira a Calpe, 1;38.6866298;0.1281123
B;J;GODELLA (VALENCIA);LEVANTE;c/ Ermita Nova, 8, c/v C/ Buganvillas;39.5282016;-0.4264161
B;J;LA ELIANA (VALENCIA);LEVANTE;Avenida de les Corts Valencianes, 2;39.4864507;-0.3957247
B;J;VALENCIA;LEVANTE;Avenida del Professor López Piñero, 4;39.4569735;-0.3574795
B;F;GIJÓN (ASTURIAS);GALICIA/ASTURIAS;Calle Ramón Areces, 2, 33211 Gijón, Asturias;43.5240391;-5.6789936
B;F;LA CORUÑA;GALICIA/ASTURIAS;Rúa Ramón y Cajal, 57 - 79, S1, 15006 A Coruña, La Coruña;43.354281;-8.402318
B;F;OVIEDO (ASTURIAS);GALICIA/ASTURIAS;Calle Uria, 15, 33003 Oviedo, Asturias;43.364372;-5.8521395
B;F;VIGO (PONTEVEDRA);GALICIA/ASTURIAS;Av. da Gran Vía, 25-27, 36204 Vigo, PO;42.231906;-8.7169753
B;G;AVILES (ASTURIAS);GALICIA/ASTURIAS;Ctra. de Grado, s/n, 33402 Avilés, Asturias;43.5470012;-5.91141
B;G;OVIEDO (ASTURIAS);GALICIA/ASTURIAS;Calle del Gral. Elorza, 75, 33002 Oviedo, Asturias;43.3673666;-5.8503032
B;G;SANTIAGO DE COMPOSTELA (LA CORUÑA);GALICIA/ASTURIAS;Rúa do Restollal, 15702 Santiago de Compostela, A Coruña;42.8640745;-8.5428712
B;H;FERROL (LA CORUÑA);GALICIA/ASTURIAS;c/ Dolores, 56;43.4831825;-8.2362349
B;H;MILLADOIRO-AMES (LA CORUÑA);GALICIA/ASTURIAS;Rua Agro do Medio - esq. Rua da Cruxa;42.8459183;-8.578227
B;H;OLEIROS (LA CORUÑA);GALICIA/ASTURIAS;Avda. Las Mariñas, Ctra N-VI , km 585 - C.C. Parque Oleiros;43.3327059;-8.3157003
B;H;AVILÉS (ASTURIAS);GALICIA/ASTURIAS;Avda. Fernández Balsera, 17;43.5560371;-5.9261638
B;H;GIJÓN (ASTURIAS);GALICIA/ASTURIAS;Pza. Europa, 5 - esq. Donato Argüelles;43.5388936;-5.6646728
B;H;GIJÓN (ASTURIAS);GALICIA/ASTURIAS;c/ Uría, 31-33;43.5396198;-5.6550588
B;H;GIJÓN (ASTURIAS);GALICIA/ASTURIAS;c/ Anselmo Solar, 46 - esq. c/ Quevedo;43.5310152;-5.6475005
B;H;LUANCO-GOZÓN (ASTURIAS);GALICIA/ASTURIAS;c/ Isla del Carmen - esq. c/ La Teya;43.6131862;-5.7957356
B;H;OVIEDO (ASTURIAS);GALICIA/ASTURIAS;c/ Avilés, 2-4;43.3668401;-5.8671154
B;H;PONTEVEDRA;GALICIA/ASTURIAS;c/ Doctor Loureiro Crespo, 10 - esq. Antón Fraguas;42.4287344;-8.6361321
B;H;PORTONOVO - SANXENXO (PONTEVEDRA);GALICIA/ASTURIAS;Carretera de la Lanzada - esq. Ctra. de Adina;42.3951486;-8.8291594
B;J;GIJÓN (ASTURIAS);GALICIA/ASTURIAS;Calle Munuza, 2;43.5426413;-5.6620044
B;F;LEÓN;CASTILLA Y LEON/CANTABRIA;Calle Fray Luis de León, 29, 24005 León;42.590695;-5.5691118
B;F;SALAMANCA;CASTILLA Y LEON/CANTABRIA;Calle María Auxiliadora, 71-85, 37004 Salamanca;40.9737426;-5.6574623
B;F;VALLADOLID;CASTILLA Y LEON/CANTABRIA;Paseo de Zorrilla, 132, 47006 Valladolid;41.6367822;-4.7395362
B;G;BURGOS;CASTILLA Y LEON/CANTABRIA;Carretera Madrid-Irún, km 236, 09001 Burgos;42.3185041;-3.7036078
B;G;SANTANDER;CASTILLA Y LEON/CANTABRIA;Nueva Montaña, s/n, 39011 Santander, Cantabria;43.4428796;-3.8388889
B;G;VALLADOLID;CASTILLA Y LEON/CANTABRIA;Av. de Salamanca, 21, 47014 Arroyo de la Encomienda, Valladolid;41.6225962;-4.7693204
B;H;LEÓN;CASTILLA Y LEON/CANTABRIA;c/ Colón, 7;39.4677668;-0.3742837
B;H;LEÓN;CASTILLA Y LEON/CANTABRIA;c/ País Leonés, 12 - C.C. Espacio León;42.6124581;-5.5959509
B;F;BILBAO;ARAGÓN/NAVARRA/PAÍS VASCO;Calle, Gran Vía de Don Diego López de Haro, 7, 9, 48001 Bilbao;43.2612535;-2.9291421
B;F;PAMPLONA;ARAGÓN/NAVARRA/PAÍS VASCO;Calle Estella, 9, 31002 Pamplona, Navarra;42.8137674;-1.6452657
B;F;VITORIA (ÁLAVA);ARAGÓN/NAVARRA/PAÍS VASCO;Bake kalea, 2, 01004 Gasteiz, Araba;42.8446796;-2.6678633
B;F;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;Paseo de la Independencia, 11, 50001 Zaragoza;41.6508826;-0.8815742
B;F;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;Paseo de Sagasta, 3, 50008 Zaragoza;41.6453333;-0.8849442
B;G;PAMPLONA;ARAGÓN/NAVARRA/PAÍS VASCO;Calle Intxaurdia, 5, 31620 Pamplona, Navarra;42.8288092;-1.5835447
B;G;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;Calle de María Zambrano, 35, 50018 Zaragoza;41.6706878;-0.8918132
B;G;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;Av. Isla de Murano, 15, 50021 Zaragoza;41.609204;-0.8858011
B;H;LOGROÑO;ARAGÓN/NAVARRA/PAÍS VASCO;C/ Estambrera,19;42.4560696;-2.4341488
B;H;BARAKALDO (VIZCAYA);ARAGÓN/NAVARRA/PAÍS VASCO;Herriko Plaza, 14;43.2969446;-2.9854932
B;H;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;C/ Kentya - esq. C/ Hayedo y Avda. Gómez Laguna, 80;41.6402856;-0.9179873
B;H;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;Ronda Ibón de Plan, 74;41.6610376;-0.9377975
B;J;BILBAO;ARAGÓN/NAVARRA/PAÍS VASCO;Calle Alameda de Recalde, 27;43.2642992;-2.9339444
B;J;DONOSTIA (SAN SEBASTIÁN);ARAGÓN/NAVARRA/PAÍS VASCO;Avda. Zurriola Hirribedea, 12;43.3241647;-1.9776536
B;J;VITORIA (ÁLAVA);ARAGÓN/NAVARRA/PAÍS VASCO;C/ Foru Kalea, 22;42.8431106;-2.670241
B;J;GETXO (VIZCAYA);ARAGÓN/NAVARRA/PAÍS VASCO;C/ Esduardo Coste,1;43.3236262;-3.0149637
B;J;ZARAGOZA;ARAGÓN/NAVARRA/PAÍS VASCO;Calle Juan Pablo II, 34;28.4683846;-16.2592428
B;F;GRANADA;ANDALUCÍA ORIENTAL;Carrera de la Virgen, 20, 22, 18005 Granada;37.1704952;-3.5977135
B;F;JAEN;ANDALUCÍA ORIENTAL;Av. de Madrid, 31, SO, 23008 Jaén;37.7758793;-3.7862168
B;F;MALAGA;ANDALUCÍA ORIENTAL;Av. de Andalucía, 4, 6, 29007 Málaga;36.7181154;-4.4353471
B;F;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Av. Bulevar Príncipe Alfonso de Hohenlohe, 2, s1, 29602 Marbella, Málaga;36.507653;-4.9159871
B;F;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Calle Ramón Areces, s/n, 29660 Marbella, Málaga;36.4903846;-4.9520721
B;F;SOTOGRANDE (CÁDIZ);ANDALUCÍA ORIENTAL;Urb. Sotogrande, N-340, km. 132, 11310 Sotogrande, Cádiz;36.290832;-5.302252
B;G;ALGECIRAS (CÁDIZ);ANDALUCÍA ORIENTAL;Paseo Juan Pérez Arriete, s/n, 11204 Algeciras, Cádiz;36.1397927;-5.4481145
B;G;EL EJIDO (ALMERÍA);ANDALUCÍA ORIENTAL;Paseo Pedro Ponce, s/n, 04700 El Ejido, Almería;36.7729734;-2.8059267
B;G;GRANADA;ANDALUCÍA ORIENTAL;Calle Arabial, 97, 18003 Granada;37.1763294;-3.6110209
B;G;MÁLAGA;ANDALUCÍA ORIENTAL;Calle Hamlet, 2, 29006 Málaga;36.7090204;-4.4616315
B;G;MIJAS (MÁLAGA);ANDALUCÍA ORIENTAL;Calle Sta. Laura, 29651 Las Lagunas de Mijas, Málaga;36.5472188;-4.6321047
B;H;BENALMÁDENA COSTA (MÁLAGA);ANDALUCÍA ORIENTAL;Avda. del Sol, 14 - Urb. Torrequebrada;36.5822645;-4.5382277
B;H;ESTEPONA (MÁLAGA);ANDALUCÍA ORIENTAL;Avenida Puerta del Mar 45 Residencial Montemayor, 29680;36.4230706;-5.1569017
B;H;FUENGIROLA (MÁLAGA);ANDALUCÍA ORIENTAL;Av. Jesús Santos Rein, 57;36.5546636;-4.6149084
B;H;MÁLAGA;ANDALUCÍA ORIENTAL;Avda. de las Caballerizas - esq. c/ de los Zahones;36.729604;-4.397415
B;H;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;c/ Camilo José Cela, s/n - C.C. Plaza del Mar;36.5082514;-4.8964084
B;J;BENAHAVIS (MÁLAGA);ANDALUCÍA ORIENTAL;Ctra.Ronda - Malaga A-397 Km. 45 Urb.Montehalcones, s n;36.5110504;-5.0064361
B;J;BENALMÁDENA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Puerto Marina Shopping;36.5972176;-4.5146809
B;J;EL PARAISO (MÁLAGA);ANDALUCÍA ORIENTAL;Urb. El Pilar, parcela G-2 y G-1, N 340, Km 167,5;41.3714221;1.8046982
B;J;ESTEPONA (MÁLAGA);ANDALUCÍA ORIENTAL;Pto. Deportivo Avda. España s/n;40.463667;-3.74922
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Aloha, Calle Via 1, Urb. Nueva Andalucia;36.499801;-4.9614619
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Andasol, km 187 Nac.340;37.2215396;-3.0659245
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Urbanización Hacienda las Chapas, 26;36.4957735;-4.759458
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Avenida Ramón y Cajal, 12 urb. Marbell Center;36.5078152;-4.883268
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Centro Comercial Odeon. Nueva Andalucia;36.4923752;-4.9516096
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Coto de los Dolores, s/n Urb.Pinogolf (Elviria);36.5319637;-4.7657984
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Avda. Playas del Duque, s/n;36.4877526;-4.9587431
B;J;MARBELLA (MÁLAGA);ANDALUCÍA ORIENTAL;Urb.Rio Verde Centro Comercial Puerta de Banus;36.4899372;-4.9615816
B;J;MIJAS COSTA (MÁLAGA);ANDALUCÍA ORIENTAL;Urbanización Riviera del Sol, 26;36.5075511;-4.7141068
B;F;BADAJOZ;ANDALUCÍA OCCIDENTAL/BADAJOZ;Plaza Conquistadores, s/n, 06005 Badajoz;38.8732668;-6.9753039
B;F;BADAJOZ;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. Juan Carlos I Rey de España, 2, 06002 Badajoz;38.8773921;-6.9717541
B;F;CORDOBA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Av. Ronda de los Tejares, 30, 14008 Córdoba;37.8876172;-4.782467
B;F;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Calle Luis Montoto, 122, 128, 41005 Sevilla;37.3866987;-5.9716075
B;F;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;Pl. del Duque de la Victoria, 8, S1, 41002 Sevilla;37.3932522;-5.996363
B;F;SEVILLA;ANDALUCÍA OCCIDENTAL/BADAJOZ;C. San Pablo, 1, 41001 Sevilla;37.39028;-5.9970799
